symbol,name,reportDate,fiscalDateEnding,estimate,currency
LEG,Leggett & Platt Inc,2024-02-05,2023-12-31,0.27,USD
LEG,Leggett & Platt Inc,2024-04-29,2024-03-31,,USD
LEG,Leggett & Platt Inc,2024-07-29,2024-06-30,,USD
LEG,Leggett & Platt Inc,2024-10-28,2024-09-30,,USD
LEGH,Legacy Housing Corp,2024-03-13,2023-12-31,0.67,USD
LEGH,Legacy Housing Corp,2024-05-07,2024-03-31,,USD
LEGH,Legacy Housing Corp,2024-08-07,2024-06-30,,USD
LEGH,Legacy Housing Corp,2024-11-07,2024-09-30,,USD
LEGN,Legend Biotech Corp,2024-02-15,2023-12-31,-0.81,USD
LEGN,Legend Biotech Corp,2024-05-13,2024-03-31,,USD
LEGN,Legend Biotech Corp,2024-08-13,2024-06-30,,USD
LEGN,Legend Biotech Corp,2024-11-18,2024-09-30,,USD
LEJU,Leju Holdings Ltd,2023-11-27,2023-09-30,,USD
LEJU,Leju Holdings Ltd,2024-04-08,2024-03-31,,USD
LEMIF,LEMIF,2024-01-23,2023-10-31,,CAD
LEMIF,LEMIF,2024-03-20,2024-01-31,,CAD
LEMIF,LEMIF,2024-06-19,2024-04-30,,CAD
LEMIF,LEMIF,2024-09-18,2024-07-31,,CAD
LEN,Lennar Corp - Class A,2023-12-12,2023-11-30,4.6,USD
LEN,Lennar Corp - Class A,2024-03-12,2024-02-29,,USD
LEN,Lennar Corp - Class A,2024-06-12,2024-05-31,,USD
LEN,Lennar Corp - Class A,2024-09-12,2024-08-31,,USD
LEN-B,Lennar Corp - Class B,2023-12-13,2023-11-30,4.6,USD
LESL,Leslies Inc,2023-11-28,2023-09-30,0.18,USD
LESL,Leslies Inc,2024-01-31,2023-12-31,-0.1582,USD
LESL,Leslies Inc,2024-05-01,2024-03-31,,USD
LESL,Leslies Inc,2024-07-31,2024-06-30,,USD
LEU,Centrus Energy Corp - Class A,2024-02-19,2023-12-31,0.76,USD
LEU,Centrus Energy Corp - Class A,2024-05-06,2024-03-31,,USD
LEU,Centrus Energy Corp - Class A,2024-08-01,2024-06-30,,USD
LEU,Centrus Energy Corp - Class A,2024-11-05,2024-09-30,,USD
LEV,Lion Electric Co (The),2024-03-08,2023-12-31,-0.09,USD
LEV,Lion Electric Co (The),2024-05-07,2024-03-31,,USD
LEV,Lion Electric Co (The),2024-08-01,2024-06-30,,USD
LEV,Lion Electric Co (The),2024-11-05,2024-09-30,,USD
LEVI,Levi Strauss & Co. Cls A,2024-01-23,2023-11-30,0.43,USD
LEVI,Levi Strauss & Co. Cls A,2024-04-04,2024-02-29,,USD
LEVI,Levi Strauss & Co. Cls A,2024-07-04,2024-05-31,,USD
LEVI,Levi Strauss & Co. Cls A,2024-10-03,2024-08-31,,USD
LEXX,Lexaria Bioscience Corp,2024-01-15,2023-11-30,-0.13,USD
LEXX,Lexaria Bioscience Corp,2024-04-12,2024-02-29,,USD
LEXX,Lexaria Bioscience Corp,2024-07-12,2024-05-31,,USD
LFCR,Lifecore Biomedical Inc,2024-01-03,2023-11-30,-0.03,USD
LFCR,Lifecore Biomedical Inc,2024-03-14,2024-02-29,,USD
LFCR,Lifecore Biomedical Inc,2024-08-29,2024-05-31,,USD
LFLY,Leafly Holdings Inc,2024-03-14,2023-12-31,-1.45,USD
LFLY,Leafly Holdings Inc,2024-05-09,2024-03-31,,USD
LFLY,Leafly Holdings Inc,2024-08-08,2024-06-30,,USD
LFLY,Leafly Holdings Inc,2024-11-07,2024-09-30,,USD
LFMD,LifeMD Inc,2024-03-20,2023-12-31,-0.13,USD
LFMD,LifeMD Inc,2024-05-10,2024-03-31,-0.075,USD
LFMD,LifeMD Inc,2024-08-07,2024-06-30,,USD
LFMD,LifeMD Inc,2024-11-06,2024-09-30,,USD
LFST,LifeStance Health Group Inc,2024-02-26,2023-12-31,-0.08,USD
LFST,LifeStance Health Group Inc,2024-04-29,2024-03-31,,USD
LFST,LifeStance Health Group Inc,2024-08-05,2024-06-30,,USD
LFSWF,LFSWF,2024-03-28,2024-02-29,,CAD
LFSWF,LFSWF,2024-07-26,2024-05-31,,CAD
LFSWF,LFSWF,2024-10-25,2024-08-31,,CAD
LFT,Lument Finance Trust Inc,2024-03-21,2023-12-31,0.11,USD
LFT,Lument Finance Trust Inc,2024-05-09,2024-03-31,,USD
LFT,Lument Finance Trust Inc,2024-08-06,2024-06-30,,USD
LFT,Lument Finance Trust Inc,2024-11-11,2024-09-30,,USD
LFUS,Littelfuse Inc,2024-01-30,2023-12-31,2.12,USD
LFUS,Littelfuse Inc,2024-04-30,2024-03-31,,USD
LFUS,Littelfuse Inc,2024-07-30,2024-06-30,,USD
LFUS,Littelfuse Inc,2024-10-29,2024-09-30,,USD
LFVN,Lifevantage Corporation,2024-01-31,2023-12-31,0.05,USD
LFVN,Lifevantage Corporation,2024-05-02,2024-03-31,,USD
LFVN,Lifevantage Corporation,2024-08-26,2024-06-30,,USD
LFVN,Lifevantage Corporation,2024-11-07,2024-09-30,,USD
LGDTF,LGDTF,2024-03-27,2023-12-31,,USD
LGDTF,LGDTF,2024-05-09,2024-03-31,,USD
LGDTF,LGDTF,2024-08-08,2024-06-30,,USD
LGDTF,LGDTF,2024-11-07,2024-09-30,,USD
LGF-A,Lions Gate Entertainment Corp - Class A,2024-02-07,2023-12-31,,USD
LGF-A,Lions Gate Entertainment Corp - Class A,2024-05-23,2024-03-31,,USD
LGF-A,Lions Gate Entertainment Corp - Class A,2024-08-07,2024-06-30,,USD
LGF-A,Lions Gate Entertainment Corp - Class A,2024-11-07,2024-09-30,,USD
LGF-B,Lions Gate Entertainment Corp - Class B,2024-02-01,2023-12-31,0.2234,USD
LGFA,LGFA,2024-02-01,2023-12-31,0.2234,USD
LGIH,LGI Homes Inc,2024-02-19,2023-12-31,2.63,USD
LGIH,LGI Homes Inc,2024-04-30,2024-03-31,,USD
LGIH,LGI Homes Inc,2024-07-30,2024-06-30,,USD
LGIH,LGI Homes Inc,2024-10-29,2024-09-30,,USD
LGIQ,LGIQ,2024-02-28,2023-12-31,0,USD
LGIQ,LGIQ,2024-05-13,2024-03-31,,USD
LGIQ,LGIQ,2024-08-19,2024-06-30,,USD
LGL,LGL Group Inc,2024-03-25,2023-12-31,0.03,USD
LGL,LGL Group Inc,2024-04-15,2024-03-31,,USD
LGL,LGL Group Inc,2024-08-12,2024-06-30,,USD
LGL,LGL Group Inc,2024-11-12,2024-09-30,,USD
LGMK,LogicMark Inc,2024-03-26,2023-12-31,,USD
LGMK,LogicMark Inc,2024-05-09,2024-03-31,,USD
LGMK,LogicMark Inc,2024-08-08,2024-06-30,,USD
LGND,Ligand Pharmaceuticals Inc - Class B,2024-02-20,2023-12-31,0.68,USD
LGND,Ligand Pharmaceuticals Inc - Class B,2024-05-02,2024-03-31,,USD
LGND,Ligand Pharmaceuticals Inc - Class B,2024-08-06,2024-06-30,,USD
LGND,Ligand Pharmaceuticals Inc - Class B,2024-11-06,2024-09-30,,USD
LGO,Largo Inc,2024-01-22,2023-12-31,-0.06,USD
LGO,Largo Inc,2024-05-08,2024-03-31,,USD
LGO,Largo Inc,2024-08-07,2024-06-30,,USD
LGO,Largo Inc,2024-11-06,2024-09-30,,USD
LGRDY,LGRDY,2024-02-15,2023-12-31,0.2328,EUR
LGVN,Longeveron Inc - Class A,2024-03-08,2023-12-31,-0.21,USD
LH,Laboratory Corp Of America Holdings,2024-02-14,2023-12-31,3.29,USD
LH,Laboratory Corp Of America Holdings,2024-04-23,2024-03-31,,USD
LH,Laboratory Corp Of America Holdings,2024-07-25,2024-06-30,,USD
LH,Laboratory Corp Of America Holdings,2024-10-24,2024-09-30,,USD
LHC,Leo Holdings Corp II - Class A,2024-03-18,2023-12-31,,USD
LHC,Leo Holdings Corp II - Class A,2024-05-14,2024-03-31,,USD
LHC,Leo Holdings Corp II - Class A,2024-08-12,2024-06-30,,USD
LHCG,LHCG,2024-02-20,2023-12-31,,USD
LHX,L3Harris Technologies Inc,2024-01-24,2023-12-31,3.31,USD
LHX,L3Harris Technologies Inc,2024-04-25,2024-03-31,,USD
LHX,L3Harris Technologies Inc,2024-07-24,2024-06-30,,USD
LHX,L3Harris Technologies Inc,2024-10-24,2024-09-30,,USD
LI,Li Auto Inc,2024-02-26,2023-12-31,0.36,CNY
LI,Li Auto Inc,2024-05-08,2024-03-31,,CNY
LI,Li Auto Inc,2024-08-06,2024-06-30,,CNY
LI,Li Auto Inc,2024-11-07,2024-09-30,,CNY
LIAN,LianBio,2024-03-25,2023-12-31,-0.43,USD
LIAN,LianBio,2024-05-09,2024-03-31,,USD
LIAN,LianBio,2024-08-12,2024-06-30,,USD
LIAN,LianBio,2024-11-11,2024-09-30,,USD
LICT,LICT,2024-03-12,2023-12-31,,USD
LICT,LICT,2024-07-11,2024-06-30,,USD
LICT,LICT,2024-11-12,2024-09-30,,USD
LICY,Li-Cycle Holdings Corp - Class A,2024-05-13,2024-04-30,,USD
LICY,Li-Cycle Holdings Corp - Class A,2024-08-12,2024-07-31,,USD
LIDR,AEye Inc - Class A,2024-03-13,2023-12-31,-0.04,USD
LIDR,AEye Inc - Class A,2024-05-09,2024-03-31,,USD
LIDR,AEye Inc - Class A,2024-08-05,2024-06-30,,USD
LIDR,AEye Inc - Class A,2024-11-07,2024-09-30,,USD
LIFE,Atyr Pharma Inc,2024-03-07,2023-12-31,-0.24,USD
LIFE,Atyr Pharma Inc,2024-05-07,2024-03-31,,USD
LIFE,Atyr Pharma Inc,2024-08-07,2024-06-30,,USD
LIFE,Atyr Pharma Inc,2024-11-07,2024-09-30,,USD
LIFW,MSP Recovery Inc - Class A,2024-07-24,2024-06-30,,USD
LIFW,MSP Recovery Inc - Class A,2024-11-12,2024-09-30,,USD
LIFZF,LIFZF,2024-03-05,2023-12-31,,CAD
LIFZF,LIFZF,2024-05-02,2024-03-31,,CAD
LIFZF,LIFZF,2024-07-31,2024-06-30,,CAD
LIFZF,LIFZF,2024-10-31,2024-09-30,,CAD
LII,Lennox International Inc,2024-01-29,2023-12-31,3.47,USD
LII,Lennox International Inc,2024-04-25,2024-03-31,,USD
LII,Lennox International Inc,2024-07-25,2024-06-30,,USD
LII,Lennox International Inc,2024-10-24,2024-09-30,,USD
LILA,Liberty Latin America Ltd - Class A,2024-02-20,2023-12-31,0.04,USD
LILA,Liberty Latin America Ltd - Class A,2024-05-06,2024-03-31,,USD
LILA,Liberty Latin America Ltd - Class A,2024-08-06,2024-06-30,,USD
LILA,Liberty Latin America Ltd - Class A,2024-11-07,2024-09-30,,USD
LILAK,Liberty Latin America Ltd - Class C,2024-02-21,2023-12-31,0.0673,USD
LILM,Lilium N.V - Class A,2023-12-04,2023-09-30,-0.14,EUR
LILM,Lilium N.V - Class A,2024-02-27,2023-12-31,-0.1424,EUR
LIMAF,LIMAF,2024-03-06,2023-12-31,1.37,CAD
LIMAF,LIMAF,2024-05-08,2024-03-31,,CAD
LIMAF,LIMAF,2024-08-07,2024-06-30,,CAD
LIMAF,LIMAF,2024-11-06,2024-09-30,,CAD
LIN,Linde Plc.,2024-02-07,2023-12-31,3.49,USD
LINC,Lincoln Educational Services Corp,2024-02-26,2023-12-31,0.27,USD
LINC,Lincoln Educational Services Corp,2024-05-06,2024-03-31,,USD
LINC,Lincoln Educational Services Corp,2024-08-05,2024-06-30,,USD
LINC,Lincoln Educational Services Corp,2024-11-04,2024-09-30,,USD
LIND,Lindblad Expeditions Holdings Inc,2024-02-26,2023-12-31,-0.28,USD
LIND,Lindblad Expeditions Holdings Inc,2024-05-01,2024-03-31,,USD
LIND,Lindblad Expeditions Holdings Inc,2024-07-25,2024-06-30,,USD
LIND,Lindblad Expeditions Holdings Inc,2024-10-31,2024-09-30,,USD
LINK,Interlink Electronics,2024-03-27,2023-12-31,-0.02,USD
LINK,Interlink Electronics,2024-05-09,2024-03-31,,USD
LINK,Interlink Electronics,2024-08-08,2024-06-30,,USD
LINK,Interlink Electronics,2024-11-07,2024-09-30,,USD
LIQT,LiqTech International Inc,2024-03-20,2023-12-31,-0.22,USD
LIQT,LiqTech International Inc,2024-05-09,2024-03-31,,USD
LIQT,LiqTech International Inc,2024-08-08,2024-06-30,,USD
LITB,LightInTheBox Holding Co Ltd,2023-11-28,2023-09-30,,USD
LITB,LightInTheBox Holding Co Ltd,2024-03-18,2023-12-31,,USD
LITB,LightInTheBox Holding Co Ltd,2024-05-24,2024-03-31,,USD
LITB,LightInTheBox Holding Co Ltd,2024-09-13,2024-06-30,,USD
LITE,Lumentum Holdings Inc,2024-02-07,2023-12-31,0.3,USD
LITE,Lumentum Holdings Inc,2024-05-07,2024-03-31,,USD
LITE,Lumentum Holdings Inc,2024-08-15,2024-06-30,,USD
LITE,Lumentum Holdings Inc,2024-11-06,2024-09-30,,USD
LITOF,LITOF,2023-11-27,2023-09-30,,CAD
LITOF,LITOF,2024-02-26,2023-12-31,,CAD
LITOF,LITOF,2024-07-26,2024-06-30,,CAD
LIVC,LIVC,2024-04-19,2024-03-31,,USD
LIVE,Live Ventures Inc,2023-12-13,2023-09-30,1.43,USD
LIVE,Live Ventures Inc,2024-02-07,2023-12-31,1.44,USD
LIVE,Live Ventures Inc,2024-05-09,2024-03-31,,USD
LIVE,Live Ventures Inc,2024-08-08,2024-06-30,,USD
LIVN,LivaNova PLC,2024-02-20,2023-12-31,0.78,USD
LIVN,LivaNova PLC,2024-05-01,2024-03-31,,USD
LIVN,LivaNova PLC,2024-07-24,2024-06-30,,USD
LIVN,LivaNova PLC,2024-10-30,2024-09-30,,USD
LIXT,Lixte Biotechnology Holdings Inc,2024-03-27,2023-12-31,,USD
LIXT,Lixte Biotechnology Holdings Inc,2024-05-08,2024-03-31,,USD
LIXT,Lixte Biotechnology Holdings Inc,2024-08-07,2024-06-30,,USD
LIXT,Lixte Biotechnology Holdings Inc,2024-11-07,2024-09-30,,USD
LIZI,Lizhi Inc,2023-11-29,2023-09-30,,CNY
LIZI,Lizhi Inc,2024-03-14,2023-12-31,,CNY
LIZI,Lizhi Inc,2024-05-23,2024-03-31,,CNY
LIZI,Lizhi Inc,2024-08-27,2024-06-30,,CNY
LKFN,Lakeland Financial Corp,2024-01-25,2023-12-31,0.89,USD
LKFN,Lakeland Financial Corp,2024-04-23,2024-03-31,,USD
LKFN,Lakeland Financial Corp,2024-07-19,2024-06-30,,USD
LKFN,Lakeland Financial Corp,2024-10-23,2024-09-30,,USD
LKNCY,LKNCY,2024-02-28,2023-12-31,,CNY
LKNCY,LKNCY,2024-04-29,2024-03-31,,CNY
LKNCY,LKNCY,2024-07-30,2024-06-30,,CNY
LKNCY,LKNCY,2024-10-30,2024-09-30,,CNY
LKQ,LKQ Corp,2024-02-22,2023-12-31,0.76,USD
LKQ,LKQ Corp,2024-04-25,2024-03-31,,USD
LKQ,LKQ Corp,2024-07-25,2024-06-30,,USD
LKQ,LKQ Corp,2024-10-24,2024-09-30,,USD
LL,LL Flooring Holdings Inc,2024-02-28,2023-12-31,-0.68,USD
LL,LL Flooring Holdings Inc,2024-05-06,2024-03-31,,USD
LL,LL Flooring Holdings Inc,2024-08-07,2024-06-30,,USD
LL,LL Flooring Holdings Inc,2024-11-06,2024-09-30,,USD
LLAP,Terran Orbital Corp - Class A,2024-03-19,2023-12-31,-0.1899,USD
LLESY,LLESY,2023-11-29,2023-09-30,0,AUD
LLESY,LLESY,2024-02-19,2023-12-31,0.2116,AUD
LLY,Lilly(Eli) & Company,2024-02-06,2023-12-31,2.79,USD
LLY,Lilly(Eli) & Company,2024-04-30,2024-03-31,,USD
LLY,Lilly(Eli) & Company,2024-08-08,2024-06-30,,USD
LLY,Lilly(Eli) & Company,2024-10-30,2024-09-30,,USD
LMAT,Lemaitre Vascular Inc,2024-02-21,2023-12-31,0.36,USD
LMAT,Lemaitre Vascular Inc,2024-04-30,2024-03-31,,USD
LMAT,Lemaitre Vascular Inc,2024-07-30,2024-06-30,,USD
LMAT,Lemaitre Vascular Inc,2024-10-30,2024-09-30,,USD
LMB,Limbach Holdings Inc,2024-03-06,2023-12-31,0.4,USD
LMB,Limbach Holdings Inc,2024-05-06,2024-03-31,0.335,USD
LMB,Limbach Holdings Inc,2024-08-07,2024-06-30,,USD
LMB,Limbach Holdings Inc,2024-11-06,2024-09-30,,USD
LMDX,LumiraDx Ltd,2024-03-19,2023-12-31,-0.0963,USD
LMDX,LumiraDx Ltd,2024-05-14,2024-03-31,,USD
LMDX,LumiraDx Ltd,2024-08-22,2024-06-30,,USD
LMEFF,LMEFF,2024-03-11,2023-12-31,,CAD
LMEFF,LMEFF,2024-05-06,2024-03-31,,CAD
LMEFF,LMEFF,2024-08-05,2024-06-30,,CAD
LMFA,LM Funding America Inc,2024-03-29,2023-12-31,-0.23,USD
LMFA,LM Funding America Inc,2024-05-13,2024-03-31,,USD
LMFA,LM Funding America Inc,2024-08-12,2024-06-30,,USD
LMFA,LM Funding America Inc,2024-11-13,2024-09-30,,USD
LMND,Lemonade Inc,2024-02-20,2023-12-31,-0.81,USD
LMND,Lemonade Inc,2024-05-01,2024-03-31,,USD
LMND,Lemonade Inc,2024-07-31,2024-06-30,,USD
LMND,Lemonade Inc,2024-10-30,2024-09-30,,USD
LMNL,LMNL,2024-03-13,2023-12-31,,CAD
LMNL,LMNL,2024-05-07,2024-03-31,,CAD
LMNL,LMNL,2024-08-06,2024-06-30,,CAD
LMNR,Limoneira Company,2023-12-20,2023-10-31,-0.15,USD
LMNR,Limoneira Company,2024-03-07,2024-01-31,-0.23,USD
LMNR,Limoneira Company,2024-06-04,2024-04-30,,USD
LMNR,Limoneira Company,2024-09-05,2024-07-31,,USD
LMRXF,LMRXF,2024-03-25,2023-12-31,,CAD
LMRXF,LMRXF,2024-05-08,2024-03-31,,CAD
LMRXF,LMRXF,2024-08-12,2024-06-30,,CAD
LMRXF,LMRXF,2024-11-12,2024-09-30,,CAD
LMSBF,LMSBF,2023-11-27,2023-09-30,,USD
LMSBF,LMSBF,2024-03-29,2023-12-31,,USD
LMSBF,LMSBF,2024-07-29,2024-06-30,,USD
LMST,LMST,2024-01-16,2023-12-31,,USD
LMST,LMST,2024-04-23,2024-03-31,,USD
LMT,Lockheed Martin Corp,2024-01-22,2023-12-31,7.26,USD
LMT,Lockheed Martin Corp,2024-04-16,2024-03-31,,USD
LMT,Lockheed Martin Corp,2024-07-16,2024-06-30,,USD
LMT,Lockheed Martin Corp,2024-10-15,2024-09-30,,USD
LNC,Lincoln National Corp,2024-02-06,2023-12-31,1.63,USD
LNC,Lincoln National Corp,2024-05-07,2024-03-31,,USD
LNC,Lincoln National Corp,2024-07-31,2024-06-30,,USD
LNC,Lincoln National Corp,2024-10-30,2024-09-30,,USD
LNDZF,LNDZF,2024-01-15,2023-11-30,,CAD
LNDZF,LNDZF,2024-04-01,2024-02-29,,CAD
LNG,Cheniere Energy Inc,2024-02-21,2023-12-31,2.72,USD
LNG,Cheniere Energy Inc,2024-04-30,2024-03-31,,USD
LNG,Cheniere Energy Inc,2024-08-01,2024-06-30,,USD
LNG,Cheniere Energy Inc,2024-10-31,2024-09-30,,USD
LNKB,Linkbancorp Inc,2024-02-02,2023-12-31,-0.44,USD
LNKB,Linkbancorp Inc,2024-05-01,2024-03-31,,USD
LNKB,Linkbancorp Inc,2024-07-29,2024-06-30,,USD
LNN,Lindsay Corporation,2024-01-03,2023-11-30,1.29,USD
LNN,Lindsay Corporation,2024-04-02,2024-02-29,,USD
LNN,Lindsay Corporation,2024-06-27,2024-05-31,,USD
LNN,Lindsay Corporation,2024-10-17,2024-08-31,,USD
LNSR,LENSAR Inc,2024-03-14,2023-12-31,-0.22,USD
LNSR,LENSAR Inc,2024-05-13,2024-03-31,,USD
LNSR,LENSAR Inc,2024-08-07,2024-06-30,,USD
LNSR,LENSAR Inc,2024-11-07,2024-09-30,,USD
LNSTY,LNSTY,2024-03-01,2023-12-31,0.5197,GBP
LNT,Alliant Energy Corp,2024-02-21,2023-12-31,0.57,USD
LNT,Alliant Energy Corp,2024-05-02,2024-03-31,,USD
LNT,Alliant Energy Corp,2024-08-01,2024-06-30,,USD
LNT,Alliant Energy Corp,2024-10-31,2024-09-30,,USD
LNTH,Lantheus Holdings Inc,2024-02-21,2023-12-31,1.35,USD
LNTH,Lantheus Holdings Inc,2024-05-02,2024-03-31,,USD
LNTH,Lantheus Holdings Inc,2024-08-01,2024-06-30,,USD
LNTH,Lantheus Holdings Inc,2024-10-31,2024-09-30,,USD
LNTQF,LNTQF,2024-02-07,2023-12-31,,CHF
LNTQF,LNTQF,2024-07-18,2024-06-30,,CHF
LNVGF,LNVGF,2024-02-22,2023-12-31,0.0295,USD
LNVGY,LNVGY,2024-02-22,2023-12-31,0.5899,USD
LNW,Light & Wonder Inc,2024-02-28,2023-12-31,0.72,USD
LNW,Light & Wonder Inc,2024-05-07,2024-03-31,,USD
LNW,Light & Wonder Inc,2024-08-06,2024-06-30,,USD
LNW,Light & Wonder Inc,2024-11-07,2024-09-30,,USD
LNZA,LanzaTech Global Inc - Class A,2024-03-18,2023-12-31,-0.1,USD
LNZA,LanzaTech Global Inc - Class A,2024-05-06,2024-03-31,,USD
LNZA,LanzaTech Global Inc - Class A,2024-08-12,2024-06-30,,USD
LNZA,LanzaTech Global Inc - Class A,2024-11-07,2024-09-30,,USD
LOAN,Manhattan Bridge Capital Inc,2024-03-08,2023-12-31,0.12,USD
LOAN,Manhattan Bridge Capital Inc,2024-04-17,2024-03-31,,USD
LOAN,Manhattan Bridge Capital Inc,2024-07-18,2024-06-30,,USD
LOAN,Manhattan Bridge Capital Inc,2024-10-22,2024-09-30,,USD
LOB,Live Oak Bancshares Inc,2024-01-23,2023-12-31,0.51,USD
LOB,Live Oak Bancshares Inc,2024-04-24,2024-03-31,,USD
LOB,Live Oak Bancshares Inc,2024-07-23,2024-06-30,,USD
LOB,Live Oak Bancshares Inc,2024-10-23,2024-09-30,,USD
LOBEF,LOBEF,2023-12-20,2023-11-30,,CAD
LOBEF,LOBEF,2024-04-26,2024-02-29,,CAD
LOCL,Local Bounti Corp - Class A,2024-02-05,2023-12-31,-2.41,USD
LOCL,Local Bounti Corp - Class A,2024-05-06,2024-03-31,,USD
LOCO,El Pollo Loco Holdings Inc,2024-03-07,2023-12-31,0.17,USD
LOCO,El Pollo Loco Holdings Inc,2024-05-02,2024-03-31,,USD
LOCO,El Pollo Loco Holdings Inc,2024-08-01,2024-06-30,,USD
LOCO,El Pollo Loco Holdings Inc,2024-10-31,2024-09-30,,USD
LODE,Comstock Inc,2024-03-14,2023-12-31,-0.04,USD
LODE,Comstock Inc,2024-05-01,2024-03-31,,USD
LODE,Comstock Inc,2024-08-08,2024-06-30,,USD
LODE,Comstock Inc,2024-10-24,2024-09-30,,USD
LOGI,Logitech International S.A.,2024-02-10,2023-12-31,1.1,USD
LOGN,LOGN,2024-02-13,2023-12-31,,USD
LOGN,LOGN,2024-04-10,2024-03-31,,USD
LOGN,LOGN,2024-07-10,2024-06-30,,USD
LOGN,LOGN,2024-10-10,2024-09-30,,USD
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,2024-03-07,2023-12-31,0.1687,ARS
LOMLF,LOMLF,2024-02-12,2023-12-31,,CAD
LOMLF,LOMLF,2024-05-10,2024-03-31,,CAD
LOMLF,LOMLF,2024-09-25,2024-06-30,,CAD
LOMLF,LOMLF,2024-11-12,2024-09-30,,CAD
LOOP,Loop Industries Inc,2024-01-10,2023-11-30,-0.07,USD
LOOP,Loop Industries Inc,2024-05-16,2024-02-29,,USD
LOOP,Loop Industries Inc,2024-07-10,2024-05-31,,USD
LOOP,Loop Industries Inc,2024-10-14,2024-08-31,,USD
LOPE,Grand Canyon Education Inc,2024-02-14,2023-12-31,2.72,USD
LOPE,Grand Canyon Education Inc,2024-04-30,2024-03-31,,USD
LOPE,Grand Canyon Education Inc,2024-08-01,2024-06-30,,USD
LOPE,Grand Canyon Education Inc,2024-10-31,2024-09-30,,USD
LOV,LOV,2024-03-28,2023-12-31,,USD
LOV,LOV,2024-05-13,2024-03-31,,USD
LOV,LOV,2024-08-12,2024-06-30,,USD
LOVE,Lovesac Company,2024-03-26,2024-01-31,2.37,USD
LOVE,Lovesac Company,2024-06-05,2024-04-30,,USD
LOVE,Lovesac Company,2024-11-01,2024-10-31,,USD
LOVFD,LOVFD,2024-01-22,2023-11-30,,CAD
LOVFF,LOVFF,2024-01-22,2023-11-30,,USD
LOVFF,LOVFF,2024-05-02,2024-02-29,,USD
LOVFF,LOVFF,2024-07-25,2024-05-31,,USD
LOVLY,LOVLY,2023-11-27,2023-09-30,,USD
LOVLY,LOVLY,2024-03-28,2023-12-31,,USD
LOVLY,LOVLY,2024-05-13,2024-03-31,,USD
LOVLY,LOVLY,2024-08-12,2024-06-30,,USD
LOW,Lowe`s Cos. Inc,2024-02-28,2024-01-31,1.73,USD
LOW,Lowe`s Cos. Inc,2024-05-21,2024-04-30,,USD
LOW,Lowe`s Cos. Inc,2024-08-20,2024-07-31,,USD
LOW,Lowe`s Cos. Inc,2024-11-19,2024-10-31,,USD
LOWLD,LOWLD,2024-03-28,2023-12-31,,USD
LOWLD,LOWLD,2024-05-09,2024-03-31,,USD
LOWLD,LOWLD,2024-08-08,2024-06-30,,USD
LOWLF,LOWLF,2024-03-28,2023-12-31,,USD
LOWLF,LOWLF,2024-05-09,2024-03-31,,USD
LOWLF,LOWLF,2024-08-08,2024-06-30,,USD
LOWLF,LOWLF,2024-11-12,2024-09-30,,USD
LPCN,Lipocine Inc,2024-03-08,2023-12-31,-0.5,USD
LPCN,Lipocine Inc,2024-05-09,2024-03-31,,USD
LPCN,Lipocine Inc,2024-08-08,2024-06-30,,USD
LPCN,Lipocine Inc,2024-11-06,2024-09-30,,USD
LPG,Dorian LPG Ltd,2024-01-30,2023-12-31,2,USD
LPG,Dorian LPG Ltd,2024-05-22,2024-03-31,,USD
LPG,Dorian LPG Ltd,2024-07-31,2024-06-30,,USD
LPG,Dorian LPG Ltd,2024-10-31,2024-09-30,,USD
LPKGF,LPKGF,2024-04-12,2024-03-31,,CAD
LPKGF,LPKGF,2024-08-16,2024-06-30,,CAD
LPL,LG Display Co Ltd,2024-01-25,2023-12-31,-0.076,KRW
LPLA,LPL Financial Holdings Inc,2024-01-31,2023-12-31,3.5,USD
LPLA,LPL Financial Holdings Inc,2024-04-25,2024-03-31,,USD
LPLA,LPL Financial Holdings Inc,2024-07-25,2024-06-30,,USD
LPLA,LPL Financial Holdings Inc,2024-10-24,2024-09-30,,USD
LPRO,Open Lending Corp,2024-02-21,2023-12-31,0.05,USD
LPRO,Open Lending Corp,2024-05-07,2024-03-31,,USD
LPRO,Open Lending Corp,2024-08-06,2024-06-30,,USD
LPRO,Open Lending Corp,2024-11-05,2024-09-30,,USD
LPSIF,LPSIF,2023-12-20,2023-09-30,,CAD
LPSIF,LPSIF,2024-02-22,2023-12-31,,CAD
LPSIF,LPSIF,2024-05-24,2024-03-31,,CAD
LPSIF,LPSIF,2024-08-23,2024-06-30,,CAD
LPSN,Liveperson Inc,2024-03-13,2023-12-31,-0.31,USD
LPSN,Liveperson Inc,2024-05-07,2024-03-31,,USD
LPSN,Liveperson Inc,2024-08-06,2024-06-30,,USD
LPSN,Liveperson Inc,2024-11-06,2024-09-30,,USD
LPTH,Lightpath Technologies Inc - Class A,2024-02-07,2023-12-31,-0.04,USD
LPTH,Lightpath Technologies Inc - Class A,2024-05-09,2024-03-31,,USD
LPTH,Lightpath Technologies Inc - Class A,2024-09-12,2024-06-30,,USD
LPTH,Lightpath Technologies Inc - Class A,2024-11-07,2024-09-30,,USD
LPTV,Loop Media Inc,2023-12-12,2023-09-30,-0.1267,USD
LPTV,Loop Media Inc,2024-02-06,2023-12-31,-0.1,USD
